ligand,receptor,species,cell_sender,cell_receiver,co_exp_value,co_exp_number,co_exp_p,lr_score,rt_score,score,type,all_pair_mean,sender_receiver_pair_mean,all_pair_median,sender_receiver_pair_median,p_value
LGALS3BP,MRC1,Human,Macrophages_A,mDCs_A,0.3333333333333333,3.0,0.0,1.0,0.999999999999035,0.9999999999995175,R,12.370134936883517,12.807146622576488,11.897687009392513,13.8425661608147,0.6341021303101171
CXCL11,PTAFR,Human,Macrophages_A,mDCs_A,0.1111111111111111,1.0,0.002,0.998,0.8165217991678851,0.9027118895691744,R,12.724345910601045,12.775163825913992,12.169901240504466,14.354296186680001,0.569818860330962
CXCL10,PTAFR,Human,Macrophages_A,mDCs_A,0.2222222222222222,2.0,0.0,1.0,0.8165217991678851,0.9036159577873142,R,12.885686967265254,13.467361132799144,12.422129327378029,15.487962593660749,0.6780804721193884
CCL2,PTAFR,Human,Macrophages_A,mDCs_A,0.3333333333333333,3.0,0.0,1.0,0.8165217991678851,0.9036159577873142,R,13.176116845957523,13.318030042677615,12.877245550678861,15.415603757135358,0.569475117669953
CCL20,PTAFR,Human,Macrophages_A,mDCs_A,0.1111111111111111,1.0,0.021,0.979,0.8165217991678851,0.8940776484094429,R,12.492281938800675,12.032666748726891,12.09011851956166,12.171102898162022,0.44186980458015823
CCL8,PTAFR,Human,Macrophages_A,mDCs_A,0.1111111111111111,1.0,0.0,1.0,0.8165217991678851,0.9036159577873142,R,12.603352043763588,13.61253384950013,11.852660665152719,14.571349938140301,0.5536775779186965
CXCL9,PTAFR,Human,Macrophages_A,mDCs_A,0.1111111111111111,1.0,0.002,0.998,0.8165217991678851,0.9027118895691744,R,12.544751920238106,12.775163825913992,12.05359396222336,14.354296186680001,0.5925095055656993
METRNL,FGFR2,Human,Mast_cells,mDCs_A,0.2857142857142857,2.0,0.002,0.998,0.999997129073247,0.9989980654711502,L,12.518365961009852,6.773683479505108,12.318660676702283,7.358232270499224,0.0024447119849878188
PLXDC1,FGFR2,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.011,0.989,0.999997129073247,0.9944833636886247,L,12.69961982721499,5.369591493581135,12.500228273808071,5.369591493581135,0.06715162214429604
SPATA6,FGFR2,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.026,0.974,0.999997129073247,0.9869129666375565,L,12.147909775030431,5.300234247798347,11.868805344712538,5.300234247798347,0.07708206137454274
VWC2,FGFR2,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.002,0.998,0.999997129073247,0.9989980654711502,L,12.1198856129446,5.361648540631187,11.761928796362556,5.4230628334640265,0.01564445054174691
METRNL,EPHB4,Human,Mast_cells,mDCs_A,0.2857142857142857,2.0,0.003,0.997,0.6662942052586434,0.8150431415838473,L,12.339449211776774,6.773683479505108,11.965348537772929,7.358232270499224,0.003408824505035906
VWC2,EPHB4,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.004,0.996,0.6662942052586434,0.8146342912237422,L,12.165976305690931,5.361648540631187,11.72502710283703,5.4230628334640265,0.01647374061535962
VWC2,FGFR1,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.005,0.995,0.971013052072324,0.9829333582761155,L,12.304158353111216,4.617543264072756,11.888605954132867,4.617543264072756,0.048719284618866016
HLA-B,CLEC7A,Human,Mast_cells,mDCs_A,0.5714285714285714,4.0,0.0,1.0,0.9965478712992184,0.9982724434237471,R,12.308227497001665,9.588990464345837,11.913530795360995,8.903618859839721,0.04934680442314888
HLA-A,CLEC7A,Human,Mast_cells,mDCs_A,0.5714285714285714,4.0,0.0,1.0,0.9965478712992184,0.9982724434237471,R,12.327328786072167,9.588990464345837,11.922867299261135,8.903618859839721,0.04841484430907495
HLA-C,CLEC7A,Human,Mast_cells,mDCs_A,0.5714285714285714,4.0,0.0,1.0,0.9965478712992184,0.9982724434237471,R,12.267914238782128,9.588990464345837,11.859254792522652,8.903618859839721,0.05264198103989245
B2M,CLEC7A,Human,Mast_cells,mDCs_A,0.42857142857142855,3.0,0.0,1.0,0.9965478712992184,0.9982724434237471,R,12.332126474952615,8.910932361041061,11.940846681566825,8.81208101254279,0.023586468760076907
MICB,CLEC7A,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.004,0.996,0.9965478712992184,0.9962738979889123,R,12.5284766074811,10.909351748404687,12.188496746124505,11.54083122721681,0.3653924101851497
MICA,CLEC7A,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.004,0.996,0.9965478712992184,0.9962738979889123,R,12.572277420029346,10.909351748404687,12.138709244898276,11.54083122721681,0.3645585630071221
HLA-B,FCGR2B,Human,Mast_cells,mDCs_A,0.42857142857142855,3.0,0.0,1.0,0.935030830871336,0.9669699224233068,R,12.14530617843813,10.153414698895208,11.756894022277054,10.457486431616493,0.11769957277618359
HLA-A,FCGR2B,Human,Mast_cells,mDCs_A,0.42857142857142855,3.0,0.0,1.0,0.935030830871336,0.9669699224233068,R,12.2541055092119,10.153414698895208,11.879808398752413,10.457486431616493,0.10546563158601624
HLA-C,FCGR2B,Human,Mast_cells,mDCs_A,0.42857142857142855,3.0,0.0,1.0,0.935030830871336,0.9669699224233068,R,12.20097424502356,10.153414698895208,11.831280278187831,10.457486431616493,0.11248359994710955
HLA-B,LILRB4,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.049,0.951,0.8554222495341228,0.9019459846947326,R,12.260283459815106,9.639889285201143,11.883712988704055,9.590986528564194,0.10264347667731893
HLA-A,LILRB4,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.047,0.953,0.8554222495341228,0.902893905066381,R,12.369605710593103,9.639889285201143,11.989076502127917,9.590986528564194,0.09508433515857234
LGALS1,MRC1,Human,Mast_cells,mDCs_A,0.42857142857142855,3.0,0.0,1.0,0.9998457506293965,0.9999228723403604,R,12.644361953855842,8.99763263884526,12.203553820810974,8.743139194970468,0.0030902816830070917
AREG,MRC1,Human,Mast_cells,mDCs_A,0.7142857142857143,5.0,0.0,1.0,0.9998457506293965,0.9999228723403604,R,12.339263290061632,9.877153164397095,11.934591929626707,9.81394895021787,0.027854636473027296
HSPA4,MRC1,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.009,0.991,0.9998457506293965,0.9954130493788655,R,12.293019362069964,8.823979955601237,11.726146795020025,7.53969533756669,0.040520373584794024
CCL28,S1PR2,Human,Mast_cells,mDCs_A,0.14285714285714285,1.0,0.036,0.964,0.7658278418922321,0.8592194362234317,R,12.307406177576041,5.369591493581135,11.910360158302552,5.369591493581135,0.07876688878648985
SRGN,S1PR2,Human,Mast_cells,mDCs_A,0.2857142857142857,2.0,0.001,0.999,0.7658278418922321,0.8746782345813459,LR,13.109858215734421,8.4217482436114,12.78479939870516,7.358232270499224,0.004868146179795546
C1QTNF12,EPHB2,Human,Cancer_clone_A,mDCs_A,0.018518518518518517,1.0,0.021,0.979,0.9999710834520308,0.9894299827170886,L,12.106627604705618,7.440513218689804,11.725997016612792,7.5558618252292975,0.0005669125551368663
C4orf48,EPHB2,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.008,0.992,0.9999710834520308,0.9959775674102377,L,11.522729057932196,9.599520779770586,10.884172163738679,10.219691358245672,0.014591899132745995
C6orf120,EPHB2,Human,Cancer_clone_A,mDCs_A,0.05555555555555555,3.0,0.0,1.0,0.9999710834520308,0.999985541621493,L,12.320861125034742,6.723669241482023,11.934888903613475,7.031222289211272,2.246545238972354e-11
EMC10,EPHB2,Human,Cancer_clone_A,mDCs_A,0.1111111111111111,6.0,0.0,1.0,0.9999710834520308,0.999985541621493,L,12.026190963868993,10.814211620502174,11.533545736544012,11.408032026677125,0.0021765047105750277
HDGF,EPHB2,Human,Cancer_clone_A,mDCs_A,0.3148148148148148,17.0,0.0,1.0,0.9999710834520308,0.999985541621493,L,11.834759435411163,10.121049851299489,11.311843410191749,8.575682769420672,1.6282207897342477e-12
IGFBP7,EPHB2,Human,Cancer_clone_A,mDCs_A,0.07407407407407407,4.0,0.0,1.0,0.9999710834520308,0.999985541621493,L,12.616640965141992,9.1426553003701,12.148905336122535,7.56788756718089,8.1770038056659e-06
LAD1,EPHB2,Human,Cancer_clone_A,mDCs_A,0.2222222222222222,12.0,0.0,1.0,0.9999710834520308,0.999985541621493,L,11.932082418697725,9.412934157021532,11.426408875282696,8.155480505177895,6.842608843750551e-18
MAPT,EPHB2,Human,Cancer_clone_A,mDCs_A,0.018518518518518517,1.0,0.008,0.992,0.9999710834520308,0.9959775674102377,L,11.43363913376389,6.962877936684967,11.093066079694035,6.46559494305375,3.7797490171013186e-07
METRNL,EPHB2,Human,Cancer_clone_A,mDCs_A,0.05555555555555555,3.0,0.002,0.998,0.9999710834520308,0.9989850555864821,L,12.407359992256088,12.292576376435186,11.94937867320951,13.270659084780924,0.7132150990637218
NINJ1,EPHB2,Human,Cancer_clone_A,mDCs_A,0.05555555555555555,3.0,0.003,0.997,0.9999710834520308,0.9984844366346802,L,12.439360189650976,10.512708127842478,12.078840877375578,12.65731553693627,0.007614674198255505
PDZD11,EPHB2,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.005,0.995,0.9999710834520308,0.9974824449757352,L,12.028803544613371,10.825193715083723,11.729811092965136,12.11115809953623,0.03928755066765958
SDCBP,EPHB2,Human,Cancer_clone_A,mDCs_A,0.2037037037037037,11.0,0.0,1.0,0.9999710834520308,0.999985541621493,L,12.114263732758465,10.491245355553387,11.61729738232143,11.9819399877252,1.003221120455498e-06
SVBP,EPHB2,Human,Cancer_clone_A,mDCs_A,0.07407407407407407,4.0,0.0,1.0,0.9999710834520308,0.999985541621493,L,11.907607249008054,9.135793086252425,11.362015355944324,8.155480505177895,3.496878719544782e-10
ODAM,CCR1,Human,Cancer_clone_A,mDCs_A,0.018518518518518517,1.0,0.014,0.986,0.8769081105166745,0.9298555785547781,L,11.261819418510676,12.329913191018017,10.987853013916439,12.211571664010904,0.9529704299565747
HLA-B,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.2222222222222222,12.0,0.0,1.0,0.9998321015179873,0.9999160472349603,R,12.308227497001665,10.797590626108034,11.913530795360995,10.777013881584242,1.9233468600693632e-10
HLA-A,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.2962962962962963,16.0,0.0,1.0,0.9998321015179873,0.9999160472349603,R,12.327328786072167,11.05334622970686,11.922867299261135,11.325101188531102,8.097625549989778e-08
HLA-C,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.2777777777777778,15.0,0.0,1.0,0.9998321015179873,0.9999160472349603,R,12.267914238782128,10.969336708203246,11.859254792522652,11.311175590013395,1.8569581351371784e-09
B2M,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.3148148148148148,17.0,0.0,1.0,0.9998321015179873,0.9999160472349603,R,12.332126474952615,10.892718822485996,11.940846681566825,11.256935330244962,3.138871093744051e-11
MICB,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.09259259259259259,5.0,0.0,1.0,0.9998321015179873,0.9999160472349603,R,12.5284766074811,9.86328936433049,12.188496746124505,7.854784408439748,5.927145472590267e-07
MICA,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.2222222222222222,12.0,0.0,1.0,0.9998321015179873,0.9999160472349603,R,12.572277420029346,12.063297762647505,12.138709244898276,12.649691729125376,0.09818811279437967
RAET1L,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.018518518518518517,1.0,0.006,0.994,0.9998321015179873,0.9969117859213419,R,12.283321845368587,10.779348917647516,11.732842043757076,10.201383834908619,0.04960694005567565
ULBP2,CLEC7A,Human,Cancer_clone_A,mDCs_A,0.05555555555555555,3.0,0.0,1.0,0.9998321015179873,0.9999160472349603,R,12.283545687283949,11.133067767867125,11.829759456913855,10.725292795047263,0.015244795678786583
HLA-B,FCGR2B,Human,Cancer_clone_A,mDCs_A,0.2222222222222222,12.0,0.0,1.0,0.9962951677818621,0.9981458649825997,R,12.14530617843813,10.253927687326536,11.756894022277054,10.725292795047263,4.3480406237660554e-11
HLA-A,FCGR2B,Human,Cancer_clone_A,mDCs_A,0.18518518518518517,10.0,0.0,1.0,0.9962951677818621,0.9981458649825997,R,12.2541055092119,10.465354446585119,11.879808398752413,10.914178583846263,2.6220792778543426e-11
HLA-C,FCGR2B,Human,Cancer_clone_A,mDCs_A,0.2777777777777778,15.0,0.0,1.0,0.9962951677818621,0.9981458649825997,R,12.20097424502356,10.32332785639091,11.831280278187831,10.945109214347255,4.63611296497595e-13
MICA,FCGR2B,Human,Cancer_clone_A,mDCs_A,0.07407407407407407,4.0,0.0,1.0,0.9962951677818621,0.9981458649825997,R,12.939286168348263,11.652622184642485,12.66196809675922,11.66401641894086,0.00012204016496788591
ULBP2,FCGR2B,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.0,1.0,0.9962951677818621,0.9981458649825997,R,12.862026489764386,10.344131978449376,12.64982174860355,10.655307155970062,7.003035306933316e-06
HLA-B,LILRB4,Human,Cancer_clone_A,mDCs_A,0.2222222222222222,12.0,0.0,1.0,0.9663217087262728,0.98301663705467,R,12.260283459815106,10.376698815473102,11.883712988704055,10.945109214347255,4.0488453483666806e-10
HLA-A,LILRB4,Human,Cancer_clone_A,mDCs_A,0.18518518518518517,10.0,0.0,1.0,0.9663217087262728,0.98301663705467,R,12.369605710593103,10.557956616073563,11.989076502127917,11.108872981727433,1.2035006674512613e-10
HLA-C,LILRB4,Human,Cancer_clone_A,mDCs_A,0.2777777777777778,15.0,0.0,1.0,0.9663217087262728,0.98301663705467,R,12.29426047319006,10.422970303995555,11.919176657004762,11.12301485338185,5.963005137279593e-12
GAL,LPAR5,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.0,1.0,0.7488664170566014,0.8653706818795062,R,11.517255715529704,10.436242512235756,11.17105202669496,10.643738680681277,0.0423851348249374
NMU,LPAR5,Human,Cancer_clone_A,mDCs_A,0.018518518518518517,1.0,0.043,0.957,0.7488664170566014,0.8465607840687918,R,12.106319289112406,10.863442772132204,11.902026365153155,12.912714617095387,0.16355233714530049
DEFB1,LPAR5,Human,Cancer_clone_A,mDCs_A,0.14814814814814814,8.0,0.0,1.0,0.7488664170566014,0.8653706818795062,R,11.722092536368283,10.485385784582327,11.253563923337524,11.153212853303224,0.0010981936082134745
CCL20,LPAR5,Human,Cancer_clone_A,mDCs_A,0.1111111111111111,6.0,0.0,1.0,0.7488664170566014,0.8653706818795062,R,11.784155625073037,10.51140678917237,11.29421505517944,11.331520913069813,0.016407721834624783
CST5,LPAR5,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.001,0.999,0.7488664170566014,0.8649378883131116,LR,11.718819576244746,11.021222115502104,11.218372920015739,11.824144408886074,0.23191035062038523
ODAM,LPAR5,Human,Cancer_clone_A,mDCs_A,0.018518518518518517,1.0,0.015,0.985,0.7488664170566014,0.8588558789463762,LR,11.035225131491355,10.287218287002254,10.745794598509283,10.054598358734463,0.36826050374070785
SPINK1,MRC1,Human,Cancer_clone_A,mDCs_A,0.05555555555555555,3.0,0.003,0.997,0.9999999997638767,0.9984988731914448,R,11.855867669960626,9.116722052483151,11.412361096799803,7.56016549512285,9.060467590250366e-09
SERPINA1,MRC1,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.029,0.971,0.9999999997638767,0.9853933223696638,R,11.680448045596219,9.497999986038188,11.329029069936736,8.155480505177895,0.00015970810477723208
S100A8,MRC1,Human,Cancer_clone_A,mDCs_A,0.05555555555555555,3.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.43295946771731,10.453614618201106,11.969563610932614,9.327436229713106,0.001143090739794179
GSTP1,MRC1,Human,Cancer_clone_A,mDCs_A,0.42592592592592593,23.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.383237169074416,10.406364425110661,11.897225384941256,9.772633061797311,7.54233371358959e-25
LAMC1,MRC1,Human,Cancer_clone_A,mDCs_A,0.2777777777777778,15.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.44716216911806,10.715667377108012,11.967797405367884,10.283052801712921,1.3604075667521928e-13
AREG,MRC1,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.019,0.981,0.9999999997638767,0.9904544410362159,R,12.339263290061632,12.447324654434635,11.934591929626707,12.11115809953623,0.6835105371531596
IL1RN,MRC1,Human,Cancer_clone_A,mDCs_A,0.14814814814814814,8.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.424619912607039,10.414228219639089,12.00746115833714,9.909885561453256,3.104057989492394e-12
HSPA4,MRC1,Human,Cancer_clone_A,mDCs_A,0.09259259259259259,5.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.293019362069964,9.89720686349889,11.726146795020025,9.231680284719936,1.9118114365201343e-10
LGALS3BP,MRC1,Human,Cancer_clone_A,mDCs_A,0.25925925925925924,14.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.370134936883517,10.446803625584424,11.897687009392513,9.771509824411012,1.7141657911772814e-17
EFEMP1,MRC1,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.002,0.998,0.9999999997638767,0.9989994993814306,R,12.4410770908598,10.307770907446981,12.036113017113006,8.575682769420672,0.00013419801776977006
LAMB3,MRC1,Human,Cancer_clone_A,mDCs_A,0.4074074074074074,22.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.454685289977752,10.62968874270743,11.971865754537557,10.007498348237183,1.7420521717198865e-20
LAMC2,MRC1,Human,Cancer_clone_A,mDCs_A,0.35185185185185186,19.0,0.0,1.0,0.9999999997638767,0.9999999998819383,R,12.70251587536229,10.71968680123284,12.175498941342589,10.19308067228017,4.5010965049647034e-20
NPNT,MRC1,Human,Cancer_clone_A,mDCs_A,0.037037037037037035,2.0,0.004,0.996,0.9999999997638767,0.9979979958721465,R,12.063955403897017,10.743710264955245,11.598695902140904,11.822561425896405,0.04081106657746106
PODNL1,MRC1,Human,Cancer_clone_A,mDCs_A,0.018518518518518517,1.0,0.002,0.998,0.9999999997638767,0.9989994993814306,LR,12.450497659777907,8.544805152150598,11.523232401524632,7.56016549512285,3.0031147387937283e-06
AGGF1,FGFR1,Human,Monocytes,Fibroblasts,0.18421052631578946,7.0,0.0,1.0,0.9999999999993614,0.9999999999996807,L,12.050880526201928,13.591199378261926,11.600375712743201,13.731237972763546,0.9999395149641893
EMC10,FGFR1,Human,Monocytes,Fibroblasts,0.15789473684210525,6.0,0.004,0.996,0.9999999999993614,0.9979979959896532,L,11.808341465636095,13.739443176556676,11.294291285670734,13.731237972763546,0.9999195662736344
ERO1A,FGFR1,Human,Monocytes,Fibroblasts,0.10526315789473684,4.0,0.024,0.976,0.9999999999993614,0.987927122817962,L,11.834585351954226,12.150897448376966,11.198954349677138,11.333338882923488,0.6463973210208896
METRNL,FGFR1,Human,Monocytes,Fibroblasts,0.18421052631578946,7.0,0.0,1.0,0.9999999999993614,0.9999999999996807,L,12.28705347763324,12.783365313015372,11.749421968781556,12.665618750535199,0.918085757812257
NDFIP1,FGFR1,Human,Monocytes,Fibroblasts,0.23684210526315788,9.0,0.0,1.0,0.9999999999993614,0.9999999999996807,L,11.901715538642117,12.585274584529474,11.403358128867893,12.508954292448003,0.9758888178170453
PTEN,FGFR1,Human,Monocytes,Fibroblasts,0.4473684210526316,17.0,0.0,1.0,0.9999999999993614,0.9999999999996807,L,11.884630089763863,13.074193481788997,11.319358647545924,13.132743546436162,0.9999980942961029
SDCBP,FGFR1,Human,Monocytes,Fibroblasts,0.631578947368421,24.0,0.0,1.0,0.9999999999993614,0.9999999999996807,L,11.910949602373533,12.69639753982633,11.375283605172015,12.653645218290709,0.9998950017420054
YBX1,FGFR1,Human,Monocytes,Fibroblasts,0.2631578947368421,10.0,0.0,1.0,0.9999999999993614,0.9999999999996807,L,12.010955822595854,12.891876782094172,11.451291328885473,12.666473819338652,0.9955615239626583
CFP,ITGA2,Human,Monocytes,Fibroblasts,0.10526315789473684,4.0,0.0,1.0,0.9598411629901002,0.9797148375880097,L,12.949162014065815,11.338368263548434,12.472624995943914,11.356119720616547,0.010764831447754655
EMILIN2,ITGA2,Human,Monocytes,Fibroblasts,0.05263157894736842,2.0,0.049,0.951,0.9598411629901002,0.9554103547709671,L,12.403328574688446,13.099620614729805,11.949717450422638,13.217542525674054,0.8569790258760781
HDGF,FZD7,Human,Monocytes,Fibroblasts,0.13157894736842105,5.0,0.009,0.991,0.8944988821032995,0.9415138831500945,L,12.049564683266398,13.553144242056891,11.515137235770862,13.766146466388816,0.9994418581721942
YBX1,FZD7,Human,Monocytes,Fibroblasts,0.2631578947368421,10.0,0.0,1.0,0.8944988821032995,0.9457795102999956,L,12.38939764227301,12.891876782094172,11.949730889063256,12.666473819338652,0.9274416621496252
METRNL,BMPR1A,Human,Monocytes,Fibroblasts,0.05263157894736842,2.0,0.037,0.963,0.980443959870897,0.9716828357831961,L,12.663388068747903,12.993561240118202,12.191931129673424,12.942297936203524,0.7025822155542711
SDCBP,BMPR1A,Human,Monocytes,Fibroblasts,0.21052631578947367,8.0,0.0,1.0,0.980443959870897,0.9901737018679586,L,12.395183742841258,12.95120881774765,11.945310136367265,13.169883626765808,0.9546479044862963
SDCBP,EPHA2,Human,Monocytes,Fibroblasts,0.21052631578947367,8.0,0.043,0.957,0.7017290425555663,0.8194844072498738,L,12.066970652627553,12.95120881774765,11.565620655905471,13.169883626765808,0.9950775455930063
CXCL8,S1PR2,Human,Monocytes,Fibroblasts,0.3684210526315789,14.0,0.0,1.0,0.9975889439408198,0.9987937444441769,R,12.25588883335051,13.077488968311586,11.745259738509649,13.106090475975243,0.998537401222078
ADA2,S1PR2,Human,Monocytes,Fibroblasts,0.10526315789473684,4.0,0.0,1.0,0.9975889439408198,0.9987937444441769,LR,12.693893893449564,11.351895200516386,12.333884451480936,10.975451679609554,0.001095829451804395
