ligand,receptor,species,type
GHRH,VIPR1,Human,LRDB
AVP,VIPR1,Human,LRDB
PTHLH,VIPR1,Human,LRDB
POMC,VIPR1,Human,LRDB
RLN2,VIPR1,Human,LRDB
ADCYAP1,VIPR1,Human,LRDB
CALCA,VIPR1,Human,LRDB
ADM,VIPR1,Human,LRDB
CGA,VIPR1,Human,LRDB
GCG,VIPR1,Human,LRDB
VIP,VIPR1,Human,LRDB
ADM2,VIPR1,Human,LRDB
GNAS,VIPR1,Human,LRDB
NPS,VIPR1,Human,LRDB
FSHB,VIPR1,Human,LRDB
PTMA,VIPR1,Human,LRDB
CALM1,VIPR1,Human,LRDB
CALCB,VIPR1,Human,LRDB
RLN3,VIPR1,Human,LRDB
GIP,VIPR1,Human,LRDB
INSL3,VIPR1,Human,LRDB
GHRL,GPR39,Human,LRDB
IFNL2,IFNLR1,Human,LRDB
IFNL1,IFNLR1,Human,LRDB
IFNL3,IFNLR1,Human,LRDB
IL20,IL20RB,Human,LRDB
IL24,IL20RB,Human,LRDB
IL19,IL20RB,Human,LRDB
TNFSF18,TNFRSF18,Human,LRDB
CALM1,CNGA2,Human,LRDB
RLN2,RXFP3,Human,LRDB
RLN3,RXFP3,Human,LRDB
F11,GP1BA,Human,LRDB
GALP,GALR2,Human,LRDB
NPB,NPBWR1,Human,LRDB
APOD,LEPR,Human,LRDB
RTN4,RTN4RL1,Human,LRDB
DKK1,KREMEN1,Human,LRDB
DKK3,KREMEN1,Human,LRDB
OBP2A,OR1G1,Human,LRDB
BSG,SELE,Human,LRDB
AFDN,EPHB3,Human,LRDB
CCL25,CCR10,Human,LRDB
CCL7,CCR10,Human,LRDB
CCL28,CCR10,Human,LRDB
NPY,NPY2R,Human,LRDB
PYY,NPY2R,Human,LRDB
PPY,NPY2R,Human,LRDB
CXCL12,CCR4,Human,LRDB
CCL5,CCR4,Human,LRDB
CCL3,CCR4,Human,LRDB
NTN4,UNC5A,Human,LRDB
PTGS2,PTGDR2,Human,LRDB
FAM3C,LAMP1,Human,LRDB
AMELX,LAMP1,Human,LRDB
CORT,MRGPRX2,Human,LRDB
POMC,MC2R,Human,LRDB
ASIP,MC2R,Human,LRDB
F10,F3,Human,LRDB
IL6,F3,Human,LRDB
F7,F3,Human,LRDB
PTN,PTPRB,Human,LRDB
PDCD1LG2,PDCD1,Human,LRDB
CD274,PDCD1,Human,LRDB
CCK,CCKBR,Human,LRDB
B2M,KIR2DL1,Human,LRDB
HLA-A,KIR2DL1,Human,LRDB
HLA-C,KIR2DL1,Human,LRDB
BMP5,HJV,Human,LRDB
RGMA,HJV,Human,LRDB
BMP2,HJV,Human,LRDB
EFNA3,EPHA3,Human,LRDB
EFNA1,EPHA3,Human,LRDB
EFNA4,EPHA3,Human,LRDB
IL22,IL21R,Human,LRDB
NRG1,MS4A4A,Human,LRDB
CCN1,CAV1,Human,LRDB
PTGS2,CAV1,Human,LRDB
HRAS,CAV1,Human,LRDB
PLAU,PLAUR,Human,LRDB
MMP12,PLAUR,Human,LRDB
FN1,PLAUR,Human,LRDB
BMP8B,PLAUR,Human,LRDB
WNT5B,KLRG2,Human,LRDB
HLA-G,KIR2DL4,Human,LRDB
FGF21,FGFR3,Human,LRDB
FGF14,FGFR3,Human,LRDB
FGF1,FGFR3,Human,LRDB
FGF17,FGFR3,Human,LRDB
FGF16,FGFR3,Human,LRDB
FGF12,FGFR3,Human,LRDB
FGF9,FGFR3,Human,LRDB
BMP7,ACVR2B,Human,LRDB
LEFTY2,ACVR2B,Human,LRDB
GDF2,ACVR2B,Human,LRDB
BMP2,ACVR2B,Human,LRDB
GDF5,ACVR2B,Human,LRDB
NRG1,ADGRL1,Human,LRDB
LAMB3,COL17A1,Human,LRDB
UCN3,CRHR2,Human,LRDB
NPPC,NPR2,Human,LRDB
NPPB,NPR2,Human,LRDB
NPPA,NPR2,Human,LRDB
RGMA,NEO1,Human,LRDB
TNF,TRADD,Human,LRDB
ADIPOQ,ADIPOR1,Human,LRDB
ANXA1,FPR3,Human,LRDB
B2M,KIR2DL3,Human,LRDB
HLA-A,KIR2DL3,Human,LRDB
CXCL9,KIR2DL3,Human,LRDB
HLA-C,KIR2DL3,Human,LRDB
HLA-B,KIR2DL3,Human,LRDB
NRG3,ERBB4,Human,LRDB
NRG1,ERBB4,Human,LRDB
NRG4,ERBB4,Human,LRDB
NRG2,ERBB4,Human,LRDB
BTC,ERBB4,Human,LRDB
CCN2,ERBB4,Human,LRDB
CD5L,CD5,Human,LRDB
GHRH,ADRB3,Human,LRDB
AVP,ADRB3,Human,LRDB
PTHLH,ADRB3,Human,LRDB
POMC,ADRB3,Human,LRDB
RLN2,ADRB3,Human,LRDB
ADCYAP1,ADRB3,Human,LRDB
ADM,ADRB3,Human,LRDB
CGA,ADRB3,Human,LRDB
GCG,ADRB3,Human,LRDB
VIP,ADRB3,Human,LRDB
ADM2,ADRB3,Human,LRDB
GNAS,ADRB3,Human,LRDB
NPS,ADRB3,Human,LRDB
FSHB,ADRB3,Human,LRDB
CALCB,ADRB3,Human,LRDB
RLN3,ADRB3,Human,LRDB
GIP,ADRB3,Human,LRDB
INSL3,ADRB3,Human,LRDB
DEFB4B,CCR6,Human,LRDB
IFNW1,IFNAR2,Human,LRDB
IFNA16,IFNAR2,Human,LRDB
IFNA14,IFNAR2,Human,LRDB
IFNA17,IFNAR2,Human,LRDB
IFNA4,IFNAR2,Human,LRDB
IFNA13,IFNAR2,Human,LRDB
IFNA5,IFNAR2,Human,LRDB
IFNB1,IFNAR2,Human,LRDB
IFNA6,IFNAR2,Human,LRDB
IFNA10,IFNAR2,Human,LRDB
IFNA8,IFNAR2,Human,LRDB
IFNE,IFNAR2,Human,LRDB
IFNA21,IFNAR2,Human,LRDB
IFNA2,IFNAR2,Human,LRDB
MDK,SDC3,Human,LRDB
COL5A1,SDC3,Human,LRDB
SHBG,SLC37A1,Human,LRDB
CALM1,KCNQ5,Human,LRDB
CD24,SIGLEC10,Human,LRDB
LAMA2,RPSA,Human,LRDB
LAMA1,RPSA,Human,LRDB
LAMB2,RPSA,Human,LRDB
F8,ASGR2,Human,LRDB
HP,ASGR2,Human,LRDB
EDN2,KEL,Human,LRDB
EDN1,KEL,Human,LRDB
NCAM1,GFRA1,Human,LRDB
GDNF,GFRA1,Human,LRDB
ARTN,GFRA1,Human,LRDB
PTPN6,CLEC12A,Human,LRDB
GDNF,RET,Human,LRDB
ARTN,RET,Human,LRDB
VEGFA,RET,Human,LRDB
TNFSF14,TNFRSF14,Human,LRDB
LTA,TNFRSF14,Human,LRDB
FASLG,FAS,Human,LRDB
TNF,FAS,Human,LRDB
CALM1,FAS,Human,LRDB
PIGA,PIGR,Human,LRDB
ICAM2,ITGAL,Human,LRDB
PLAU,IGF2R,Human,LRDB
IGF2,IGF2R,Human,LRDB
ADIPOQ,ADIPOR2,Human,LRDB
TNF,PTPRS,Human,LRDB
HSPG2,PTPRS,Human,LRDB
RARRES2,CCRL2,Human,LRDB
CCL5,CCRL2,Human,LRDB
CORT,SSTR2,Human,LRDB
CCL25,CCR9,Human,LRDB
PDYN,GRM7,Human,LRDB
AGT,GRM7,Human,LRDB
CXCL12,GRM7,Human,LRDB
CCL5,GRM7,Human,LRDB
NMS,GRM7,Human,LRDB
APLN,GRM7,Human,LRDB
NPY,GRM7,Human,LRDB
CCL25,GRM7,Human,LRDB
POMC,GRM7,Human,LRDB
SAA1,GRM7,Human,LRDB
PYY,GRM7,Human,LRDB
CCL16,GRM7,Human,LRDB
CXCL2,GRM7,Human,LRDB
CXCL1,GRM7,Human,LRDB
PPY,GRM7,Human,LRDB
CXCL9,GRM7,Human,LRDB
CCL20,GRM7,Human,LRDB
CCL28,GRM7,Human,LRDB
RLN3,GRM7,Human,LRDB
CORT,GRM7,Human,LRDB
ANXA1,GRM7,Human,LRDB
EFNA3,EPHA2,Human,LRDB
EFNA1,EPHA2,Human,LRDB
EFNA4,EPHA2,Human,LRDB
SEMA4D,PLXNB1,Human,LRDB
SEMA4A,PLXNB1,Human,LRDB
AVP,AVPR2,Human,LRDB
GNAS,AVPR2,Human,LRDB
TGFB2,TGFBR2,Human,LRDB
S100A10,TRPV6,Human,LRDB
ADM,CALCR,Human,LRDB
ADM2,CALCR,Human,LRDB
CALCB,CALCR,Human,LRDB
MBL2,CALCR,Human,LRDB
GSTO1,RYR1,Human,LRDB
TNFSF13B,TFRC,Human,LRDB
TF,TFRC,Human,LRDB
B2M,TFRC,Human,LRDB
VEGFC,NRP2,Human,LRDB
SEMA3B,NRP2,Human,LRDB
VEGFA,NRP2,Human,LRDB
PGF,NRP2,Human,LRDB
CXCL2,DPP4,Human,LRDB
ADCYAP1,DPP4,Human,LRDB
GCG,DPP4,Human,LRDB
CXCL9,DPP4,Human,LRDB
NPPB,DPP4,Human,LRDB
CXCL12,DPP4,Human,LRDB
NPY,DPP4,Human,LRDB
VIP,DPP4,Human,LRDB
ADA,DPP4,Human,LRDB
MMP9,TLR9,Human,LRDB
HRAS,TLR9,Human,LRDB
NTF3,NTRK3,Human,LRDB
NPY,NPY1R,Human,LRDB
PPY,NPY1R,Human,LRDB
B2M,CD247,Human,LRDB
COL4A6,CD47,Human,LRDB
LGALS9,CD47,Human,LRDB
COL4A4,CD47,Human,LRDB
COL4A3,CD47,Human,LRDB
THBS2,CD47,Human,LRDB
COL4A1,CD47,Human,LRDB
CD55,CR1,Human,LRDB
C4A,CR1,Human,LRDB
C4B,CR1,Human,LRDB
C1QA,CR1,Human,LRDB
AVP,AVPR1B,Human,LRDB
GNAS,ADORA1,Human,LRDB
PSAP,GPR37L1,Human,LRDB
AFDN,NECTIN4,Human,LRDB
ASIP,F11R,Human,LRDB
AFDN,F11R,Human,LRDB
CCL5,ACKR1,Human,LRDB
CCL14,ACKR1,Human,LRDB
CCL7,ACKR1,Human,LRDB
CXCL1,ACKR1,Human,LRDB
CCL8,ACKR1,Human,LRDB
B2M,CD1B,Human,LRDB
PSAP,CD1B,Human,LRDB
RLN3,RXFP4,Human,LRDB
IL6,IL6R,Human,LRDB
NPPC,NPR1,Human,LRDB
NPPB,NPR1,Human,LRDB
NPPA,NPR1,Human,LRDB
AFDN,EPHA7,Human,LRDB
EFNA4,EPHA7,Human,LRDB
COL2A1,ITGA10,Human,LRDB
CEACAM16,TECTB,Human,LRDB
CD58,CD2,Human,LRDB
CD59,CD2,Human,LRDB
TNFSF15,TNFRSF6B,Human,LRDB
TNFSF14,TNFRSF6B,Human,LRDB
NMB,BRS3,Human,LRDB
EDN1,ADGRL4,Human,LRDB
MDK,TSPAN1,Human,LRDB
GDF9,BMPR1A,Human,LRDB
BMP7,BMPR1A,Human,LRDB
BMP8B,BMPR1A,Human,LRDB
BMP2,BMPR1A,Human,LRDB
GDF5,BMPR1A,Human,LRDB
TNFSF13B,CD40,Human,LRDB
LTB,CD40,Human,LRDB
ANGPTL2,TIE1,Human,LRDB
ANGPT4,TIE1,Human,LRDB
ANGPT1,TIE1,Human,LRDB
NTF4,BEX3,Human,LRDB
BDNF,BEX3,Human,LRDB
MDK,SDC4,Human,LRDB
CXCL12,SDC4,Human,LRDB
CCL5,SDC4,Human,LRDB
LAMA1,SDC4,Human,LRDB
EFNA4,EPHA10,Human,LRDB
BMP7,ENG,Human,LRDB
GDF2,ENG,Human,LRDB
BMP2,ENG,Human,LRDB
GCG,GLP1R,Human,LRDB
TAC3,TACR2,Human,LRDB
CXCL12,CXCR3,Human,LRDB
CCL5,CXCR3,Human,LRDB
CCL7,CXCR3,Human,LRDB
CCN1,TLR4,Human,LRDB
HSPA1A,TLR4,Human,LRDB
IRAK4,TLR4,Human,LRDB
ZG16B,TLR4,Human,LRDB
RIMS1,SLC18A3,Human,LRDB
NPY,NPY4R,Human,LRDB
PPY,NPY4R,Human,LRDB
ALOX5AP,ALOX5,Human,LRDB
AGRN,MUSK,Human,LRDB
COLQ,MUSK,Human,LRDB
ADIPOQ,CNR2,Human,LRDB
CCL4,CNR2,Human,LRDB
GDF9,BMPR2,Human,LRDB
BMP7,BMPR2,Human,LRDB
GDF2,BMPR2,Human,LRDB
BMP2,BMPR2,Human,LRDB
RGMA,BMPR2,Human,LRDB
VEGFA,EPHB2,Human,LRDB
AFDN,EPHB2,Human,LRDB
PSAP,AR,Human,LRDB
PLTP,ABCA1,Human,LRDB
GDF9,TGFBR1,Human,LRDB
HLA-C,NOTCH4,Human,LRDB
LTA,TNFRSF1B,Human,LRDB
TNF,TNFRSF1B,Human,LRDB
GDNF,EDNRB,Human,LRDB
EDN1,EDNRB,Human,LRDB
ADCYAP1,GPR20,Human,LRDB
ADM,GPR20,Human,LRDB
POMC,GPR20,Human,LRDB
CGA,GPR20,Human,LRDB
GCG,GPR20,Human,LRDB
RLN2,GPR20,Human,LRDB
CALCB,GPR20,Human,LRDB
AVP,GPR20,Human,LRDB
RLN3,GPR20,Human,LRDB
ADM2,GPR20,Human,LRDB
PTHLH,GPR20,Human,LRDB
NPS,GPR20,Human,LRDB
FSHB,GPR20,Human,LRDB
INSL3,GPR20,Human,LRDB
NPNT,ITGA8,Human,LRDB
AGRN,LRP4,Human,LRDB
NRG1,LGR4,Human,LRDB
TNFSF11,LGR4,Human,LRDB
MEPE,PHEX,Human,LRDB
ANGPT4,TEK,Human,LRDB
ANGPT1,TEK,Human,LRDB
COL8A2,SLC4A11,Human,LRDB
NMB,GRPR,Human,LRDB
SPTBN2,PTPRA,Human,LRDB
NCAM1,PTPRA,Human,LRDB
IRAK4,TLR7,Human,LRDB
MDK,SDC1,Human,LRDB
CCL5,SDC1,Human,LRDB
SLIT2,SDC1,Human,LRDB
IL6,IL6ST,Human,LRDB
NPS,NPSR1,Human,LRDB
LAMA1,TMPRSS6,Human,LRDB
B2M,KLRC2,Human,LRDB
HLA-G,KLRD1,Human,LRDB
B2M,KLRD1,Human,LRDB
HLA-B,KLRD1,Human,LRDB
LRPAP1,VLDLR,Human,LRDB
APOC1,VLDLR,Human,LRDB
RELN,VLDLR,Human,LRDB
APOC4,VLDLR,Human,LRDB
GDF2,ACVRL1,Human,LRDB
ALKAL2,ALK,Human,LRDB
MDK,ALK,Human,LRDB
EFNA4,EPHA6,Human,LRDB
HLA-G,KIR3DL1,Human,LRDB
B2M,KIR3DL1,Human,LRDB
HLA-A,KIR3DL1,Human,LRDB
HLA-B,KIR3DL1,Human,LRDB
HLA-G,LILRB2,Human,LRDB
B2M,LILRB2,Human,LRDB
HLA-A,LILRB2,Human,LRDB
INS,LILRB2,Human,LRDB
HLA-B,LILRB2,Human,LRDB
CEACAM16,TECTA,Human,LRDB
MDK,PTPRZ1,Human,LRDB
QRFP,QRFPR,Human,LRDB
CCL5,GPR75,Human,LRDB
TNF,VSIR,Human,LRDB
VEGFC,ITGB1,Human,LRDB
LAMA2,ITGB1,Human,LRDB
LAMB2,ITGB1,Human,LRDB
NPNT,ITGB1,Human,LRDB
DSPP,ITGB1,Human,LRDB
MDK,ITGB1,Human,LRDB
COL4A4,ITGB1,Human,LRDB
RELN,ITGB1,Human,LRDB
COL4A3,ITGB1,Human,LRDB
ADAM9,ITGB1,Human,LRDB
CHAD,ITGB1,Human,LRDB
ANGPT1,ITGB1,Human,LRDB
VEGFA,ITGB1,Human,LRDB
SEMA4D,CD72,Human,LRDB
MDK,ITGA4,Human,LRDB
IL6,HRH1,Human,LRDB
CCN1,ITGB2,Human,LRDB
SPON2,ITGB2,Human,LRDB
ICAM2,ITGB2,Human,LRDB
TNF,TRPM2,Human,LRDB
FGF1,FGFRL1,Human,LRDB
VEGFA,SIRPA,Human,LRDB
GCG,GCGR,Human,LRDB
IFNE,ADGRV1,Human,LRDB
CGA,FSHR,Human,LRDB
FSHB,FSHR,Human,LRDB
NLGN1,NRXN1,Human,LRDB
SYTL3,NRXN1,Human,LRDB
LAMA2,ITGA6,Human,LRDB
ADAM9,ITGA6,Human,LRDB
ADM,CALCRL,Human,LRDB
CALCB,CALCRL,Human,LRDB
SLIT2,DCC,Human,LRDB
IRAK4,TLR6,Human,LRDB
FGF21,FGFR1,Human,LRDB
FGF1,FGFR1,Human,LRDB
NCAM1,FGFR1,Human,LRDB
FGF16,FGFR1,Human,LRDB
FGF12,FGFR1,Human,LRDB
PDYN,OPRM1,Human,LRDB
PRG4,CD44,Human,LRDB
FGF1,CD44,Human,LRDB
VIM,CD44,Human,LRDB
RGMA,BMPR1B,Human,LRDB
VEGFC,CCBE1,Human,LRDB
SEMA4D,PLXNB2,Human,LRDB
FGF21,FGFR2,Human,LRDB
FGF1,FGFR2,Human,LRDB
NCAM1,FGFR2,Human,LRDB
FGF12,FGFR2,Human,LRDB
CXCL17,GPR35,Human,LRDB
CCL5,ACKR2,Human,LRDB
CCL14,ACKR2,Human,LRDB
CCL3,ACKR2,Human,LRDB
CCL23,ACKR2,Human,LRDB
CCL3L3,ACKR2,Human,LRDB
CCL4,ACKR2,Human,LRDB
SLIT2,ROBO2,Human,LRDB
B2M,HFE,Human,LRDB
RGMA,HFE,Human,LRDB
NCAM1,ROBO1,Human,LRDB
SLIT2,ROBO1,Human,LRDB
RGMA,TFR2,Human,LRDB
PPY,NPY5R,Human,LRDB
NTF4,NTRK1,Human,LRDB
B2M,CD3G,Human,LRDB
B2M,KLRC1,Human,LRDB
PTHLH,TSHR,Human,LRDB
ADCYAP1,TSHR,Human,LRDB
CGA,TSHR,Human,LRDB
CCL5,CCR3,Human,LRDB
CCL14,CCR3,Human,LRDB
CCL3,CCR3,Human,LRDB
CCL15,CCR3,Human,LRDB
CCL4,CCR3,Human,LRDB
CCL18,CCR3,Human,LRDB
SPON2,ITGAM,Human,LRDB
GDF10,ACVR1B,Human,LRDB
ADCYAP1,GPR84,Human,LRDB
CGA,GPR84,Human,LRDB
ASIP,MC1R,Human,LRDB
VEGFA,ITGB3,Human,LRDB
APELA,APLNR,Human,LRDB
VEGFA,GRIN2B,Human,LRDB
ABHD18,VIPR1,Human,L
ABHD18,ADCYAP1R1,Human,L
ACRBP,ITGA2,Human,L
ADA2,RAMP3,Human,L
ADA2,VIPR1,Human,L
ADA2,ADCYAP1R1,Human,L
ADAM23,FGFR1,Human,L
ADAM23,FGFR2,Human,L
ADAM23,FGFR3,Human,L
ADAM23,NRXN2,Human,L
ADAM23,NRXN3,Human,L
ADAMTS13,ITGA2,Human,L
ADAMTS7,ITGA2,Human,L
ADAMTSL4,ITGA2,Human,L
ADAMTSL5,FGFR1,Human,L
ADAMTSL5,FGFR2,Human,L
ADAMTSL5,FGFR3,Human,L
ADGRB1,FGFR1,Human,L
ADGRB1,FGFR2,Human,L
ADGRB1,FGFR3,Human,L
ADGRB1,EPHA2,Human,L
ADGRB1,EPHB2,Human,L
ADGRB1,EPHB3,Human,L
ADGRB1,EPHB4,Human,L
ADGRB1,EPHB1,Human,L
ADGRB1,EPHA4,Human,L
ADGRB1,EPHA7,Human,L
ADGRB1,NRXN2,Human,L
ADGRB1,NRXN3,Human,L
ADM5,RAMP3,Human,L
ADM5,VIPR1,Human,L
ADM5,ADCYAP1R1,Human,L
ADPGK,RAMP3,Human,L
ADPGK,VIPR1,Human,L
ADPGK,ADCYAP1R1,Human,L
AFM,ITGA2,Human,L
AFP,ITGA2,Human,L
AGGF1,FGFR1,Human,L
AGGF1,FGFR2,Human,L
AGGF1,FGFR3,Human,L
AIMP1,VIPR1,Human,L
AIMP1,ADCYAP1R1,Human,L
AMBN,VIPR1,Human,L
AMBN,ADCYAP1R1,Human,L
AMELY,ITGA2,Human,L
AMELY,VIPR1,Human,L
AMELY,ADCYAP1R1,Human,L
AMTN,ACKR2,Human,L
AMTN,RAMP3,Human,L
AMTN,TSHR,Human,L
AMTN,VIPR1,Human,L
AMTN,CCR1,Human,L
AMTN,ADCYAP1R1,Human,L
AMTN,GLP1R,Human,L
AMTN,CCR5,Human,L
AMTN,ACKR4,Human,L
ANGPTL6,FGFR1,Human,L
ANGPTL6,FGFR2,Human,L
ANGPTL6,FGFR4,Human,L
ANGPTL6,FGFR3,Human,L
ANGPTL6,ACVR2A,Human,L
ANGPTL6,EPHA2,Human,L
ANGPTL6,EPHA3,Human,L
ANGPTL6,EPHB2,Human,L
ANGPTL6,BMPR1A,Human,L
ANGPTL6,EPHB3,Human,L
ANGPTL6,EPHA5,Human,L
ANGPTL6,EPHB4,Human,L
ANGPTL6,EPHB1,Human,L
ANGPTL6,EPHA4,Human,L
ANGPTL6,ACVR2B,Human,L
ANGPTL6,EPHA7,Human,L
ANGPTL6,NRXN2,Human,L
ANGPTL6,NRXN3,Human,L
ANGPTL8,ITGA2,Human,L
APOA5,RAMP3,Human,L
APOA5,VIPR1,Human,L
APOA5,ADCYAP1R1,Human,L
BAGE,ACKR2,Human,L
BAGE,RAMP3,Human,L
BAGE,ADRB2,Human,L
BAGE,ADRA2A,Human,L
BAGE,CHRM1,Human,L
BAGE,ADRA2B,Human,L
BAGE,EDNRB,Human,L
BAGE,EDNRA,Human,L
BAGE,ADORA1,Human,L
BAGE,SSTR2,Human,L
BAGE,SSTR4,Human,L
BAGE,VIPR1,Human,L
BAGE,CCR1,Human,L
BAGE,SSTR3,Human,L
BAGE,SSTR5,Human,L
BAGE,OPRM1,Human,L
BAGE,OPRD1,Human,L
BAGE,OPRK1,Human,L
BAGE,ADCYAP1R1,Human,L
BAGE,MTNR1A,Human,L
BAGE,MTNR1B,Human,L
BAGE,CCR3,Human,L
BAGE,CCR5,Human,L
BAGE,PTH1R,Human,L
BAGE,GRM7,Human,L
BAGE,GHSR,Human,L
BAGE,GPR84,Human,L
BAGE4,ACKR2,Human,L
BAGE4,RAMP3,Human,L
BAGE4,ADRB2,Human,L
BAGE4,VIPR1,Human,L
BAGE4,ADCYAP1R1,Human,L
BAGE4,CCR5,Human,L
BAGE5,ACKR2,Human,L
BAGE5,RAMP3,Human,L
BAGE5,ADRB2,Human,L
BAGE5,ADRA2A,Human,L
BAGE5,CHRM1,Human,L
BAGE5,ADRA2B,Human,L
BAGE5,EDNRB,Human,L
BAGE5,EDNRA,Human,L
BAGE5,ADORA1,Human,L
BAGE5,SSTR2,Human,L
BAGE5,SSTR4,Human,L
BAGE5,VIPR1,Human,L
BAGE5,CCR1,Human,L
BAGE5,SSTR3,Human,L
BAGE5,SSTR5,Human,L
BAGE5,OPRM1,Human,L
BAGE5,OPRD1,Human,L
BAGE5,OPRK1,Human,L
BAGE5,ADCYAP1R1,Human,L
BAGE5,MTNR1A,Human,L
BAGE5,MTNR1B,Human,L
BAGE5,CCR3,Human,L
BAGE5,CCR5,Human,L
BAGE5,PTH1R,Human,L
BAGE5,GRM7,Human,L
BAGE5,GHSR,Human,L
BAGE5,GPR84,Human,L
BGLAP,RAMP1,Human,L
BGLAP,RAMP2,Human,L
BGLAP,RAMP3,Human,L
BGLAP,GLP2R,Human,L
BGLAP,ADRB2,Human,L
BGLAP,ADRA2A,Human,L
BGLAP,TSHR,Human,L
BGLAP,CALCR,Human,L
BGLAP,SSTR4,Human,L
BGLAP,VIPR1,Human,L
BGLAP,SSTR3,Human,L
BGLAP,SSTR5,Human,L
BGLAP,OPRM1,Human,L
BGLAP,OPRD1,Human,L
BGLAP,ADCYAP1R1,Human,L
BGLAP,GLP1R,Human,L
BGLAP,MTNR1A,Human,L
BGLAP,PTH1R,Human,L
BGLAP,CALCRL,Human,L
BGLAP,RXFP2,Human,L
BGLAP,GPR20,Human,L
BGLAP,RXFP1,Human,L
BGLAP,GPR84,Human,L
BMPER,ITGA2,Human,L
BPIFA1,VIPR1,Human,L
BPIFA1,ADCYAP1R1,Human,L
BRINP2,ITGA2,Human,L
C11orf94,RAMP3,Human,L
C11orf94,VIPR1,Human,L
C11orf94,ADCYAP1R1,Human,L
C15orf61,VIPR1,Human,L
C15orf61,ADCYAP1R1,Human,L
C17orf67,RAMP3,Human,L
C17orf67,ADRB2,Human,L
C17orf67,SSTR4,Human,L
C17orf67,VIPR1,Human,L
C17orf67,SSTR3,Human,L
C17orf67,SSTR5,Human,L
C17orf67,ADCYAP1R1,Human,L
C17orf67,GPR84,Human,L
C1QC,ITGA2,Human,L
C1QL1,FGFR1,Human,L
C1QL1,FGFR2,Human,L
C1QL1,FGFR4,Human,L
C1QL1,FGFR3,Human,L
C1QL1,ACVR2A,Human,L
C1QL1,EPHA2,Human,L
C1QL1,EPHA3,Human,L
C1QL1,EPHB2,Human,L
C1QL1,BMPR1A,Human,L
C1QL1,EPHB3,Human,L
C1QL1,EPHA5,Human,L
C1QL1,EPHB4,Human,L
C1QL1,EPHB1,Human,L
C1QL1,EPHA4,Human,L
C1QL1,ACVR2B,Human,L
C1QL1,EPHA7,Human,L
C1QL1,NRXN2,Human,L
C1QL1,NRXN3,Human,L
C1QL2,FGFR1,Human,L
C1QL2,FGFR2,Human,L
C1QL2,FGFR4,Human,L
C1QL2,FGFR3,Human,L
C1QL2,ACVR2A,Human,L
C1QL2,EPHA2,Human,L
C1QL2,EPHA3,Human,L
C1QL2,EPHA8,Human,L
C1QL2,EPHB2,Human,L
C1QL2,BMPR1A,Human,L
C1QL2,EPHB3,Human,L
C1QL2,EPHA5,Human,L
C1QL2,EPHB4,Human,L
C1QL2,EPHB1,Human,L
C1QL2,EPHA4,Human,L
C1QL2,ACVR2B,Human,L
C1QL2,EPHA7,Human,L
C1QL2,NRXN2,Human,L
C1QL2,EPHA6,Human,L
C1QL2,NRXN3,Human,L
C1QL3,FGFR1,Human,L
C1QL3,FGFR2,Human,L
C1QL3,FGFR4,Human,L
C1QL3,FGFR3,Human,L
C1QL3,ACVR2A,Human,L
C1QL3,EPHA2,Human,L
C1QL3,EPHB2,Human,L
C1QL3,EPHB3,Human,L
C1QL3,EPHA5,Human,L
C1QL3,EPHB4,Human,L
C1QL3,EPHB1,Human,L
C1QL3,EPHA4,Human,L
C1QL3,EPHA7,Human,L
C1QL3,NRXN2,Human,L
C1QL3,NRXN3,Human,L
C1QL4,FGFR1,Human,L
C1QL4,FGFR2,Human,L
C1QL4,FGFR4,Human,L
C1QL4,FGFR3,Human,L
C1QL4,ACVR2A,Human,L
C1QL4,EPHA2,Human,L
C1QL4,EPHA3,Human,L
C1QL4,EPHB2,Human,L
C1QL4,BMPR1A,Human,L
C1QL4,EPHB3,Human,L
C1QL4,EPHA5,Human,L
C1QL4,EPHB4,Human,L
C1QL4,EPHB1,Human,L
C1QL4,EPHA4,Human,L
C1QL4,ACVR2B,Human,L
C1QL4,EPHA7,Human,L
C1QL4,NRXN2,Human,L
C1QL4,NRXN3,Human,L
C1QTNF12,FGFR1,Human,L
C1QTNF12,FGFR2,Human,L
C1QTNF12,FGFR4,Human,L
C1QTNF12,FGFR3,Human,L
C1QTNF12,ACVR2A,Human,L
C1QTNF12,EPHA2,Human,L
C1QTNF12,EPHA3,Human,L
C1QTNF12,EPHB2,Human,L
C1QTNF12,BMPR1A,Human,L
C1QTNF12,EPHB3,Human,L
C1QTNF12,EPHA5,Human,L
C1QTNF12,EPHB4,Human,L
C1QTNF12,EPHB1,Human,L
C1QTNF12,EPHA4,Human,L
C1QTNF12,ACVR2B,Human,L
C1QTNF12,EPHA7,Human,L
C1QTNF2,FGFR1,Human,L
C1QTNF2,FGFR2,Human,L
C1QTNF2,FGFR3,Human,L
C1QTNF3,ITGA2,Human,L
C1QTNF4,FGFR1,Human,L
C1QTNF4,FGFR2,Human,L
C1QTNF4,FGFR4,Human,L
C1QTNF4,FGFR3,Human,L
C1QTNF4,ACVR2A,Human,L
C1QTNF4,EPHA2,Human,L
C1QTNF4,EPHA3,Human,L
C1QTNF4,EPHB2,Human,L
C1QTNF4,BMPR1A,Human,L
C1QTNF4,EPHB3,Human,L
C1QTNF4,EPHA5,Human,L
C1QTNF4,EPHB4,Human,L
C1QTNF4,EPHB1,Human,L
